,title,text,label
30969, Judge Who Blocked Trump’s Muslim Ban REPEATEDLY Dropped The Mic On DOJ Lawyer Trying To Defend It,"While Trump is whining up a storm on Twitter about how Judge James Robart has made it so anyone can get into the U.S. by halting his Muslim ban, there s a conversation between Robart and Dept. of Justice attorney Michelle Bennett floating around that explains a lot about how Robart sees it.Robart asked Bennett the following pointed question, which everyone with any sense has been asking since Trump threw the world into chaos last week: How many arrests have there been of foreign nationals from those seven countries since 9/11? Bennett replied: Your Honor, I don t have that information. I m from the civil division if that helps get me off the hook. What a thing for a lawyer to say   it almost sounds like Bennett felt a little silly defending Trump s Muslim ban in court. She may have felt even sillier after Robart said: Let me tell you. The answer to that is none, as best I can tell. So, I mean, you re here arguing on behalf of someone that says: We have to protect the United States from these individuals coming from these countries, and there s no support for that. Bennett argued that the rationale behind the order was to protect the U.S. from potential terrorists. Many people think that makes some sense, but neither Trump nor his administration ever weighed that against the possible impact of such a ban. Had any terrorists actually come from any of those countries, and attacked us, then the ban might have some merit.As it stands, though, it exempts countries that actually do have a history of exporting terrorism.Robart responded to Bennett s statement about protecting the U.S. with this: I m also asked to look and determine if the executive order is rationally based. And rationally based, to some extent, means I have to find it grounded in fact instead of fiction. The Muslim ban is currently based on the fiction that these countries pose a clear and present threat. They don t. The  threat  that Trump sees is vague and rooted in paranoia, not fact. Yet Trump is all over Twitter claiming that now  bad people  can just indiscriminately pour into the country as though U.S. Customs and Border Protection was only able to do its job with the ban in effect.He claims to have instructed DHS to very carefully look at people coming into the country, because DHS and CBP apparently weren t doing that. Chances are he did no such thing, or he made them roll their eyes. He ll take credit if nothing happens, and he ll blame Robart if something does.While the Trump administration is certain that they ll win this case and the ban will be reinstated, others aren t so sure. Some think this will go all the way to the Supreme Court, and if it has to, it has to. The harm the ban causes actually outweighs the dangers of not having it in place.Below is a video of the Feb. 3 hearing, and the relevant portion begins at the 38:00 mark:Featured image via screen capture from embedded video",1
47290,Nigerian oil union PENGASSAN suspends strike: union president,"ABUJA (Reuters) - A major Nigerian oil union suspended a nationwide strike on Monday, the same day it began, after a dispute resolution ended with a domestic oil and gas company recalling laid off staff, the union s president said. ",0
34602, Even Robert E. Lee’s Great-Great Grandson Wants Statues Torn Down,"While Donald Trump, a man who speaks in hyperbole and absolutes like  bad  and  sad,  is finding it difficult to condemn violent racists, the great-great grandson of Robert E. Lee, the Civil War general whose statue spurred the protest, spoke out against the hatred and said that the statues should be taken down.The violence in Charlotte, Virginia erupted over the weekend during a planned white supremacist protest over the fact the city s plans to remove the statue after the city council voted, saying that the monuments to the Civil War are,  painful reminders of the violence and injustice of slavery and other harms of white supremacy that are best removed from public spaces. There s no place for that,  Robert E. Lee V tells Newsweek, referring to the white supremacist protesters who carried torches and marched through Charlottesville on Friday.  There s no place for that hate. While he didn t mention Trump by name, the younger Lee said that even his great-great grandfather would have done a better job denouncing the Neo-nazis and white supremacists. We don t believe in that whatsoever,  Lee says. He is quick to defend his ancestor s name:  Our belief is that General Lee would not tolerate that sort of behavior either. His first thing to do after the Civil War was to bring the Union back together, so we could become a more unified country. We don t want people to think that they can hide behind Robert E. Lee s name and his life for these senseless acts of violence that occurred on Saturday,  Lee says.As for whether the statues should remain, Lee says yes, but in proper context. I think that is absolutely an option, to move it to a museum and put it in the proper historical context,  Lee says.  Times were very different then. We look at the institution of slavery, and it s absolutely horrendous. Back then, times were just extremely different. We understand that it s complicated in 2017, when you look back at that period of time  If you want to put statues of General Lee or other Confederate people in museums, that makes good sense. In other words, much like Holocaust memorials, memorials to the most divisive, cruel and violent time in American History should be educational and cautionary, not something to be worshiped.It s pretty clear that Lee is right about what his ancestor and namesake would have thought. It s well documented that even the original Robert E. Lee didn t want the Civil War memorialized. He wanted the nation to heal. I think it wiser,  the retired military leader wrote about a proposed Gettysburg memorial in 1869,  not to keep open the sores of war but to follow the examples of those nations who endeavored to obliterate the marks of civil strife, to commit to oblivion the feelings engendered. Featured image via Chip Somodevilla/Getty Images.",1
15153,Krauthammer on Bannon at CPAC: He Showed He Was ’the Brains of the Operation’ - Breitbart,"Thursday on Fox News Channel’s “Tucker Carlson Tonight,” Washington Post columnist Charles Krauthammer reacted to the joint appearance of White House chief strategist Stephen K. Bannon and chief of staff Reince Priebus earlier in the day at the Conservative Political Action Conference.  Krauthammer told host Tucker Carlson the focus on reports of friction between the two was “trivial” and that Bannon’s first public appearance since inauguration was the real tell because he described Bannon as “the brains of the operation. ” “I think they’re going to bat down these stories in the media that there is a terrible conflict going on all the time,” Krauthammer said. “I think they felt that there is the first order of business, I think it’s somewhat trivial because it was a very substantive exchange and from Bannon who we’ve not heard of since the swearing in, it was extremely revealing. This is the brains of the operation. This is the guy who thinks strategically, and large categories, and he laid them out. I thought that was the most interesting part, and unfortunately, it got the least amount of coverage. ” Carlson asked Krauthammer to elaborate on that strategy, which Krauthammer broke down to three “overarching” ideas  —   international relations, trade, and the “administrative state. ” “His representation of Trump is that you can never get out of Reince or out of Trump,” he said. “He basically said there are three overarching ideas. One is the international arena. We are going to break that down, where essentially, you got this in the inaugural address, the world and our allies have been parasitic on us years with alliances and trade and multilateral trade, where done with that  —   America first. That’s number one. The second is what he calls economic nationalism  —   meaning trade and immigration. We are looking at America first regarding the economy. The third is the destruction of the administration administrative state. ” “Now, on the third one, I think you can get a consensus among all conservatives, and I think we’re all rooting that on,” Krauthammer continued. “And I think the first salvo in that war happened yesterday when the Trump administration reversed the bathroom bill that had been issued by the Obama in administration, which whatever your ideas about transgender sexuality, it is not the province of the federal government. It has nothing to do with the overblown leviathan state. It’s a way to say we’re going to smash all this and we’re going to eliminate this sort of excess. That’s Reaganism, that’s hardcore Reaganism, the regulatory rollback. On the other two, this is going against the tradition of the last 30 years. And he will run into trouble, especially on the second having to do with trade in Congress. Follow Jeff Poor on Twitter @jeff_poor",0
67881,Swiss Vote to Ditch Nuclear Power In Favour Of Renewables - Breitbart,"BERN (AP)  —   Swiss voters are supporting a referendum to withdraw the country from nuclear power in favour of renewable energy. [A projection from Sunday’s referendum shows a majority of cantons (states) voted for the plan. Under Switzerland’s direct democracy system, initiatives need a majority of both cantons and votes to pass.  The projection for SRF public television showed 58 percent of voters in favor and 42 percent against the proposal. The Swiss government wants to ban the construction of new nuclear power plants and decommission the country’s five existing ones at the end of their technically safe operating lives. The plan would also boost renewable energies such as solar and wind and make cars and electronic devices more energy efficient. Opponents warned the initiative would significantly increase electricity bills.",0
61045,CNN’s Stelter: Flynn ’A Big Moment for Investigative Journalism’ - Breitbart,".@brianstelter: Good journalism led to the revelations about Flynn that resulted in his resignation https:  .  On Tuesday’s broadcast of CNN’s “New Day,” CNN Senior Media Correspondent and “Reliable Sources” host Brian Stelter said the controversy that led to the resignation of National Security Adviser Michael Flynn was “a big moment for investigative journalism. ”  Stelter said, “These journalists who did not ask about Flynn, they looked bad yesterday afternoon, they look even worse now, now that Flynn has resigned. ” He added, “And, by the way, a big moment for investigative journalism. This has been a story led by the Washington Post, the New York Times, the CNNs of the world. If it weren’t for journalists digging, digging, digging into this, we wouldn’t know about it. So, when you hear about anonymous sources, when you hear about leaks from the White House, or from the government, this is why that’s so important for us. ” (  RCP Video) Follow Ian Hanchett on Twitter @IanHanchett",0
14468,What Donald Trump Might Do for Working-Class Families - The New York Times,"Among the rare areas of agreement in the aftermath of a contentious presidential election: Families with working parents, especially those with lower incomes, are having too hard a time. Many can no longer count on lives that look like the ones their parents led.   manufacturing jobs have been disappearing, especially for men. Fewer people are marrying, and more children are growing up in unstable families. Parents are struggling to work while raising children.   Donald J. Trump vowed to help the working class, and   whites in particular helped propel him to victory. Although quite a few economists disagree with him on the merits of his prescriptions, he has said cutting taxes, restricting immigration and renegotiating trade deals will ultimately raise incomes of struggling families. Mr. Trump has said he understands the needs of working parents. “These solutions must update laws passed more than half a century ago when most women were still not in the labor force,” he said in September in a speech unveiling his child care proposals. His daughter Ivanka has pushed ideas like paid leave and seems to be taking a role in devising new policies. In a statement last week, she said she was distancing herself from certain aspects of her company in order to “broaden her efforts to take a stance on issues of critical importance to American women and families. ” Which policies will Mr. Trump pursue to directly address the needs of working and   families? A look at what he has said  —   along with the wish lists of Republicans in Congress, scholars and advisers  —   provides some clues. A striking thing happened during the campaign: For the first time, both Republican and Democratic candidates made paid family leave a part of their policy agenda. As recently as 2014, Hillary Clinton said of paid leave, “I don’t think, politically, we could get it now. ” Now it could find bipartisan support. Mr. Trump has proposed six weeks of paid maternity leave, which he said would offer “a crucial safety net for working mothers. ” Currently, 87 percent of workers get no paid family leave, and 95 percent of those in the lowest quarter of earners get none, according to the Bureau of Labor Statistics. Most Americans support a paid leave policy. It can ease the burdens on families with two working parents and increase the likelihood that parents stay in the labor force. Still, the details could prove contentious. Should fathers also get leave, or just mothers? What about gay or adoptive parents, and people who need to care for sick children or aging relatives? And how should it be paid for? Mr. Trump’s proposal would apply only to new mothers, and he said he would pay for it with savings from reducing unemployment insurance fraud, though it’s unclear how that would work. The Family Act, a   bill stalled in Congress, proposes paying for it with a small increase in payroll taxes. Republicans have previously proposed giving businesses a tax credit for providing paid leave, but making it voluntary. “If he structures it in a way that it’s not a burden on businesses and does not work against women’s work force participation, I think more Republicans will get behind it,” said Aparna Mathur, a resident scholar in economic policy at the American Enterprise Institute. Democrats have argued that by limiting parental leave to new mothers, Mr. Trump ignores the role fathers play in raising children, exposes women to discrimination in hiring and neglects the needs of people with ailing or elderly family members. “It was fantastic to see the Republicans stepping up and having this debate,” said Heather Boushey, the executive director of the Washington Center for Equitable Growth, who was the chief economist for Hillary Clinton’s transition team. “It really spoke to how important these issues are in terms of economic policy. But I hope that the actual policies are really grounded more in the evidence of what works than what he’s put out so far. ” Another policy that analysts say is important to   families is paid sick leave, so that workers can care for themselves or for ill family members. It’s unclear whether Mr. Trump will push for it.   percent of workers over all and 66 percent of those in the bottom quartile of income get no paid sick leave. Some Republicans have instead proposed letting certain workers  —   those in the private sector who are not exempt from overtime laws  —   substitute time off for overtime pay. Another Democratic dream that Mr. Trump raised on the campaign trail was financial help for child care. “For many families in our country, child care is now the single largest expense, even more than housing, yet very little meaningful policy work has been done in this area,” he said in September. His proposal would allow parents earning less than $250, 000 individually or $500, 000 jointly to deduct the average cost of child and elder care from their income taxes. In a nod to social conservatives, he said parents who stayed home with children would also get the child care tax deduction. “The idea here is letting the family choose how the money is spent,” said Bradford Wilcox, director of the national marriage project at the University of Virginia. For   families, Mr. Trump proposed child care spending rebates as part of the   tax credit. He also said he would make pretax dependent care savings accounts available to everyone, not just people whose employers offer them, and give tax deductions to employers that offer   child care. Democrats have favored refundable tax credits over deductions because they say they are more helpful to   families, who might not make enough to pay income taxes. Also, credits directly reduce someone’s tax bill, while deductions reduce taxable income but not necessarily the final bill. Democrats see the ultimate goal as   universal care for young children. There seems to be bipartisan support for a small step in that direction. “What we’ve got there is a tremendous amount of support from women  —   Democrats, Republicans, independents  —   to move forward,” said Representative Marsha Blackburn, a Republican from Tennessee. Mr. Trump has pledged to create 25 million jobs over the next decade. Analysts and policy makers on both sides of the aisle say one route toward that goal is apprenticeships. They are viewed as a way for people to acquire vocational skills while earning money, as opposed to attending college and building up debt. Not only would they address unemployment among people without college degrees, advocates say, but they could also lead to more stable families. The unemployment of   men has been a prime reason for the decline in marriage and rise in single motherhood, researchers have found. When job opportunities are plentiful, people are more likely to marry before having their first child, Andrew Cherlin, a professor of public policy at Johns Hopkins, found in a study published in August in the American Sociological Review. “It’s likely if we can improve the job picture for   young adults, they’d have family lives that are more stable,” he said. The construction industry already uses apprentices, so perhaps Mr. Trump is familiar with their benefits, said Robert I. Lerman, a fellow at the Urban Institute. They would be possible in a range of   industries, like health care and information technology, he said, and in   jobs like hotel management. They could also be useful in putting people to work building the new infrastructure that Mr. Trump has promised. “People want to have earnings, they want to have dignity, they want to show that they’ve been able to master a certain profession, and that gives them a kind of identity,” Mr. Lerman said. “It has both a social as well as an economic dimension. ” Though the idea has received bipartisan support, some Republicans have resisted registered apprenticeships, which are overseen by the Labor Department, because of their association with unions. Some Democrats have questioned whether apprenticeships lead to a   wage system, and have focused instead on making college accessible to more people. Policy makers and researchers have a long list of other policy ideas for Mr. Trump that they believe could help   families. Some have historically appealed to Republicans, like those that encourage marriage. Others, like mandating predictable work schedules for hourly workers, have been promoted by Democrats. With both parties fighting even more for the allegiance of the working class, there actually might be some movement on some or all of these issues.",0
18730,TRUMP WAS RIGHT About CNN Being “Very Fake News”: Federal Judge Rules Against CNN In “FAKE NEWS” Case…May Have Acted With “Actual Malice”,"Everyone laughing after Trump rebranded CNN as #VeryFakeNews. Then they go on their networks saying how ""dangerous"" and ""not funny"" it was   pic.twitter.com/d3IiaVh5VL  Asa J   (@asamjulian) February 17, 2017Those who accuse CNN and other mainstream media outlets of  fake news  will probably revel in a recent decision by a federal judge in Atlanta, Georgia. While Judge Orinda Evans didn t all out declare that CNN was peddling in falsehoods, she did take aim at the network in an initial judgment in favor of a former hospital CEO who sued CNN accusing them of purposely skewing statistics to reflect poorly on a West Palm Beach hospital. Judge Evans didn t mince words in her 18-page order allowing the case to move forward, and dismissing CNN s attempt to get it thrown out of court.Davide Carbone, former CEO of St. Mary s Medical Center in West Palm Beach, filed a defamation lawsuit against CNN after they aired what he claims were a  series of false and defamatory news reports  regarding the infant mortality rate at the hospital. CNN s report said the mortality rate was three times the national average. However, Mr. Carbone contends that CNN  intentionally  manipulated statistics to bolster their report. He also claims that CNN purposely ignored information that would look favorable to the hospital in order to sensationalize the story. In our case, we contended that CNN essentially made up its own standard in order to conduct an  apples to oranges  comparison to support its false assertion that St. Mary s mortality rate was 3 times higher than the national average. Accordingly, the case against CNN certainly fits the description of media-created  Fake News.  said Carbone s attorney L. Lin Wood, in a statement to LawNewz.com.Wood says that as a result of CNN s story Carbone lost his job and it became extremely difficult for him to find new employment in the field of hospital administration. False and defamatory accusations against real people have serious consequences. Neither St. Mary s or Mr. Carbone did anything to deserve being the objects of the heinous accusation that they harmed or put babies and young children at risk for profit,  Wood said.On Wednesday, Federal District Judge Orinda Evans ruled that the case could move forward, even ruling that she found that CNN may have acted with  actual malice  with the report   a standard necessary to prove a defamation claim. The Court finds these allegations sufficient to establish that CNN was acting recklessly with regard to the accuracy of its report, i.e., with  actual malice,  the order reads. CNN had tried to get the case dismissed.  LawNewz",1
25155,U.S. Seeks Death for Charleston Shooting Suspect. Victims’ Families Prefer Mercy. - The New York Times,"CHARLESTON, S. C.  —   The Rev. Sharon Risher often thinks these days about what she calls her “humanness”: the passing impulse to crave the execution of the white supremacist accused of killing her mother and eight other black churchgoers last year. “My humanness is being broken, my humanness of wanting this man to be broken beyond punishment,” Ms. Risher said. “You can’t do that if you really say that you believe in the Bible and you believe in Jesus Christ. You can’t just waver. ” But after delays, the Federal District Court here will begin on Monday the long process of individually questioning prospective jurors for the capital trial of Dylann S. Roof, who is charged with 33 federal counts, including hate crimes, in the June 17, 2015, killings at the Emanuel African Methodist Episcopal Church. Mr. Roof, whom a judge on Friday declared competent to stand trial, has offered, in exchange for a sentence of life in prison, to plead guilty. The government has refused to make such a plea agreement. The   path to Mr. Roof’s first death penalty trial  —   the state of South Carolina is also seeking his execution  —   has been marked by public demonstrations of forgiveness and reconciliation. But the federal government’s decision to pursue Mr. Roof’s execution is widely questioned, and it is in defiance of the wishes and recommendations of survivors of the attack, many family members of the dead and some Justice Department officials. Even South Carolina’s acrimonious debate about the display of the Confederate battle flag outside the State House was less divisive in this state, polling shows. In May, Attorney General Loretta E. Lynch announced her decision to seek the death penalty against Mr. Roof, and critics of that choice make different, if sometimes overlapping, arguments. Some are opposed to capital punishment in every instance because they doubt its efficacy or morality. Others argue that because a death sentence for Mr. Roof would prompt years of appeals, the decision can only protract the emotional agony of a massacre that rattled the nation. And still others contend that executing a young man like Mr. Roof, who is 22, could allow him to escape decades of punishment. “I want that guy every morning when he wakes up, and every time he has an opportunity for quiet and solitude, to think of what Tywanza said to him: ‘We mean you no harm. You don’t have to do this,’” said Andrew J. Savage III, a Charleston lawyer, referring to Tywanza Sanders, a    man who died in the attack. Mr. Savage represents three survivors, including Mr. Sanders’s mother, and many family members of the victims who became known here as the Emanuel Nine. But Ms. Lynch chose to seek the death penalty after a contentious review process that included South Carolina’s top federal prosecutor siding with Mr. Roof’s defense lawyers in their offer of a guilty plea in exchange for a life sentence. Ms. Lynch said that “the nature of the alleged crime and the resulting harm compelled this decision. ” In a court filing the same day the attorney general made her decision public, the Justice Department cited nine aggravating factors, including that Mr. Roof had “expressed hatred and contempt towards   as well as other groups, and his animosity toward   played a role in the murder charges in the indictment. ” Prosecutors also said that Mr. Roof had “demonstrated a lack of remorse” and that he had caused “injury, harm and loss to the individuals that he killed as well as to the family, friends and   of those individuals. ” The Justice Department declined to comment further for this article. Although Ms. Lynch’s decision capped a process formally shrouded in secrecy, it was an unsurprising one to observers like Ms. Risher, who said she had felt as early as last December that prosecutors would seek the death penalty in one of the highest profile criminal matters before the Justice Department. The case’s prominence influenced Ms. Lynch’s decision, according to people with knowledge of the Justice Department’s review, and some federal officials worried that forgoing the death penalty would effectively curb the government’s options in future cases with lower fatality counts and less public scrutiny. Some of the people insisted on anonymity to discuss a confidential process. “I think what the federal government did is what the federal government thought it had to do, which was speak on behalf of the nation,” Mr. Savage said. “I was always told, ‘Well, Andy, if we don’t move for the death penalty in this case, when would we? ’” Such a strategy, he suggested, was to the detriment of the families of the victims. “It’s bad enough to live with it in 2015, 2016 and 2017,” he said. “But don’t make them carry that legal cause on for 20 years. ” There were other arguments, too. When the Attorney General’s Review Committee on Capital Cases met in Washington to hear from a defense lawyer  —   David I. Bruck  —   and William N. Nettles, then the United States attorney for South Carolina, they were told that a federal death penalty trial would be duplicative of local efforts and turn greater public attention to Mr. Roof. “I felt when I was the United States attorney that the job  —   and I used to preach this over and over again  —   was to step in when the state was either unwilling or unable,” said Mr. Nettles, who left the Justice Department in June. “The state was both willing and able to address this issue. ” Mr. Nettles otherwise declined to discuss the case. Mr. Bruck declined to comment. Members of Mr. Roof’s family have refused to discuss the case, but they said in a statement this month that they were “still struggling to understand why Dylann caused so much grief and pain to so many good people. ” The question of whether Mr. Roof should face execution surfaced soon after the killings, which happened during a Wednesday night Bible study at the whitewashed, historic church on Calhoun Street. Within 48 hours of the shootings, and less than a day after Mr. Roof was arrested, Gov. Nikki R. Haley of South Carolina said on television that she “absolutely will want him to have the death penalty. ” A University of South Carolina survey, conducted last spring, found that 55 percent of South Carolina residents supported a death sentence for Mr. Roof. But divisions among black and white residents were stark: The poll showed that only 31 percent of black residents wanted Mr. Roof to face execution, while some 64 percent of whites backed the use of capital punishment in the case. Ms. Risher knows about the divides. And as she anxiously waited for Mr. Roof’s trial to begin, she kept returning to the many flashes of doubt she has endured about her own beliefs about Mr. Roof’s fate. “I just start talking to God,” she said. “Hell, I might start screaming at God. I just go there because I know I have to go there because I can’t hold onto that. ”",0
19969,Sick of Politics? Try These Great Reads - The New York Times,"Welcome to Our Picks, a guide to the best stuff to read, watch and listen to from around the internet. Check this space for the     article, the next great podcast for your commute, the   tweetstorm. And yes, we’re also tooting our own horn here. We’ll share can’  Times stories from the week and reveal some gems you might have overlooked. We want to hear from you! Send us feedback about our selections to ourpicks@nytimes. com. • Do most people know the difference among the terms “Sell By,” “Use By,” and “Best If Used By”? Expiration labels are so darn confusing, and people end up throwing away a lot of food. The grocery industry is looking to change both with a new set of standardized product labels to clear up confusion. [The Washington Post] • “As a    I find myself drawn into the same capitalistic pitfall that many young professionals are drawn into  —   a need to prove my adulthood with midcentury furniture. ” Thus begins a wonderful little essay about profound disappointment with one very specific West Elm sofa. [The Awl] • A cool history of the Rorschach test reveals how the ubiquitous inkblots went from psychological assessment tool to cultural meme. [The New Republic] • If you’re in the mood for an uplifting story, read this account of how a “miracle” face transplant gave one young man a new lease on life. [AP via STAT] • Last week, a lengthy note in The Yale Law Journal argued that Amazon should draw the attentions of antitrust regulators. If you’d like to know more, but feel intimidated by the legalese, you can check out the New York Observer’s slightly more accessible explanation of this “epic analysis. ” [The Yale Law Journal and New York Observer] • After sustaining multiple concussions that took him out of the racing scene in 2016, Dale Earnhardt Jr. is returning to Nascar. Even if you’re not a fan of the sport, you’ll enjoy this   profile on the athlete and his new perspective. [ESPN Magazine] • “I’m not at that camp because I’m bad at math. I’m there because I’m good at math. ” This New York City camp is trying to inspire a new generation of black and Latino math whizzes. • Are you a Blanche, a Dorothy, a Rose or a Sophia? Fans of “Golden Girls,” that enduring electric blanket of American television, are flocking to a new restaurant dedicated to Rue McClanahan. Yes, there is cheesecake. • “Many of us have more love inside than we know what to do with but are too bottled up. Which is where dogs can come in. ” Amy Sutherland wrote a moving Modern Love column last week about matchmaking at an animal shelter you may remember her widely emailed 2006 Modern Love column, “What Shamu Taught Me About a Happy Marriage. ” • The Oscars are on Sunday, so there’s still time to stream the nominated movies and fill in a winning ballot. (Your prize: bragging rights.) • The Sunday wedding announcements in The Times have long been a fertile hunting ground for writers of parodies and other forms of snark. But we don’t mind. Much. • Bruce Springsteen invited one lucky teenager onstage with him during a recent concert in Australia’s Brisbane Entertainment center. The song they performed? “Growin’ Up,” of course. [Variety] • If you haven’t watched “Planet Earth II” by now, drop everything and do that. Then, watch this video on the    magic of the BBC production. [Vox] • We’re biased, but we find this GIF mesmerizing: Want Our Picks delivered to your inbox? Sign up for the What We’re Reading newsletter, a   email featuring great stories from around the web selected by members of the New York Times staff.",0
