,title,text,label
17235,RADICAL DIRECTOR OF SIERRA CLUB: Abortion is the key to “sustainable population” [Video],https://www.youtube.com/watch?time_continue=139&v=Iil1Z8-A1GA,1
10948,SARAH HUCKABEE SANDERS Ends #PieGate…Makes April Ryan Eat “Humble” Pie [Video],"When CNN White House correspondent April Ryan challenged Sarah Sanders  pie making skills during the Thanksgiving holiday (see below), Sarah was determined to prove she actually makes pecan pies that look that good.Fast forward: Sarah trolled April with a tweet showing the pie-making ingredients:Ingredients all mixed up and pies in the oven! @AprilDRyan let me know if you need further documentation #piegate pic.twitter.com/OVYLg1gBgO  Sarah Sanders (@PressSec) December 14, 2017Sarah has handled this with great humor and grace: @PressSec is a TRUE role model Beautiful, Intelligent, witty & talented! Just like dad, @GovMikeHuckabee you bring us class, love & hope. This looks amazing Sarah! #SarahHuckabeeSanders#IAlwaysStandWithSarah#WHPressCorpsPotluck#PieGate  NO @AprilDRyan#MAGA   pic.twitter.com/pT0SmXKqBy  FeistyChristine  (@FeistyCovfefe) December 14, 2017So today, Sarah brought the cooked pies to give to April We call that  Humble Pie While all indications point to extensive @FBI and DOJ POLITICAL CORRUPTION, the Media and @AprilDRyan are focused on #piegate, and questioning whether @PressSec Sarah Sanders can make homemade Chocolate pecan pie  pic.twitter.com/hFiF83jEuP  Boston Bobblehead (@DBloom451) December 14, 2017Press Secretary Sarah Sanders shares home made pecan pies with April and the press. #piegate pic.twitter.com/Fn7xQRp8pB  TrumpSoldier (@DaveNYviii) December 14, 2017HOW  PIEGATE  STARTED:CNN political analyst just spent her Thanksgiving Day so consumed with hate for President Trump s White House Press Secretary Sarah Huckabee Sanders, that she removed any doubt her Twitter followers may have had about the possibility of having an objective bone in her body.CNN political analyst and American Urban Radio Networks White House correspondent April Ryan suggested, without any evidence, Friday that White House press secretary Sarah Sanders actually didn t actually cook the pecan pie Sanders said she did.Here is Sanders tweet that got under April Ryan s skin:I  dont cook much these days, but managed this Chocolate Pecan Pie for Thanksgiving at the family farm! pic.twitter.com/rO8nFxtly7  Sarah Sanders (@PressSec) November 23, 2017Ryan responded by actually demanding that Sanders do more than post a picture of the pie with a white background, and that she show Twitter users the pie on her table!Show it to us on a table. https://t.co/ifeSBlSZW7  AprilDRyan (@AprilDRyan) November 24, 2017Ryan then took it a step further and doubled down, letting her Twitter users know that the legitimacy of Sanders  claim that she baked the pecan pie was no laughing matter.I am not trying to be funny but folks are already saying #piegate and #fakepie Show it to us on the table with folks eating it and a pic of you cooking it. I am getting the biggest laugh out of this. I am thankful for this laugh on Black Friday! https://t.co/ifeSBlSZW7  AprilDRyan (@AprilDRyan) November 24, 2017Ryan is frequently praised by liberals for being a nuisance in the White House press briefing room, but she failed to present any evidence Friday, except for the claims of random Twitter users, that Sanders faked the pie. Ryan did not respond to this reporter when asked for proof.A reverse image search did not find any other pictures of the pecan pie that Sanders posted.The White House press secretary responded to Ryan s criticism and said that she will make the journalist a pie of her own.-Daily CallerDon t worry @AprilDRyan because I m nice I ll bake one for you next week #RealPie #FakeNews   https://t.co/5W3mGbKs4J  Sarah Sanders (@PressSec) November 24, 2017While hundreds of liberal Twitter users jumped on Ryan s thread, as a way to drum up hate for the brilliant and witty conservative Press Secretary, Sanders definitely got her fair share of support. Conservative actor James Woods didn t make any secret about how he is  thankful  on Thanksgiving Day for Sarah Huckabee Sanders, the  best thing to happen to modern American journalism. One final reason to be thankful today: @SarahHuckabee She is the best thing to happen to modern American journalism. The #CNN and other liberal minions melt before her intelligence, her wit, and her sheer fortitude like snowflakes in the desert.  James Woods (@RealJamesWoods) November 24, 2017Twitter user, Vanessa Vega nailed it with her tweet in response to Sanders  reply to Ryan s ridiculous claim:It burns them up. That a graceful intelligent woman like you holds the WH positions, rocks at it, is an amazing mother and baked a pie during a traditional American Holiday.   keep doing you @PressSec !! We are grateful for you & the haters are entertaining to watch   Vanessa Vega (@EscbrRoX2017) November 25, 2017",1
61671," Thanks To Dem Governor, Louisiana Starts Enrolling Over 375,000 People Onto Medicaid","Bobby Jindal s worst nightmare has come true: poor people are going to get the healthcare they deserve, and it s all thanks to a Democrat.Louisiana s Democratic Governor John Bel Edwards has delivered on his promise to expand Medicaid. As of June 1, the state s Department of Health and Hospitals will begin to enroll over 375,000 eligible citizens into Louisiana s expanded program. The state hopes to enroll half the individuals by July 1.Ruth Kennedy, who heads the DHH s Medicaid enrollment program, says the department will be implementing an  all hands on deck  approach, in an effort to get as many people into the program as possible: I am confident, and I am ready, and this is not my first rodeo. The governor, you ll remember, said at a press conference that people would have cards in their hands on July 1. That s a big difference from starting enrollment on July 1. Well, we won t have 375,000 cards in people s hands, but I m absolutely certain we ll be more than halfway there. Look at that, government that works efficiently to ensure everybody has access to healthcare. What a concept. And to make the operation run more smoothly, Louisiana will set up over 204 application sites all across the state with workers from the University Medical Center in New Orleans. In an effort to reduce headache, the DHH will  use the income data it has already gathered, rather than having to collect new information, and food stamp numbers can also be used on an annual basis to reaffirm eligibility when the time comes. This practice is a  big deal  according to Kennedy because it won t all for an eligibility purge from bureaucratic mistakes.So what happens when a Democrat governor, a Medicaid advocate, nurses and employees with the state s universities and department get together? Over 375,000 people get the healthcare they not only need but deserve.Featured image via Tyler Kaufman/Getty Images",1
21775,‘Ignored’ voter to become ‘absolutely shafted’ voter,"‘Ignored’ voter to become ‘absolutely shafted’ voter 10-11-16 A TRUMP supporter has voted to make the government stop ignoring him and completely screw him over instead. Sawmill worker Tom Logan felt left behind by mainstream politics and finds Lady Gaga annoying, so voted for a billionaire whose main interests are money, ‘pussy’ and himself. Logan said: “Trump’s going to create well-paid blue collar jobs that are full of dignity and pleasingly masculine. I can’t wait to be a hunky steel worker taking home $150,000 a year. “I know Donald won’t let me down, because why would someone lie about something that’s going to help them become the most powerful person in the world?” However economist Donna Sheridan said: “Despite Tom’s optimism, Trump’s main business experience is getting idiots to do pointless tasks on a bullshit reality TV show. “Therefore his economic plan is likely to be talking about jobs, realising it’s complicated, losing interest and then cutting welfare for all the people who still haven’t got jobs. “Meanwhile his extreme stupidity will tank the economy, so in a few years Tom’s main job will be catching squirrels and cooking them on sticks in a ditch. “Other job opportunities in the new America will include tooth puller, rat meat chef and crossbow-wielding encampment defender.” 
Share:",1
48611,Obama to Leave the White House a Nerdier Place Than He Found It - The New York Times,"WASHINGTON  —   President Obama has started initiatives to study the brain and   diseases. He has led attacks on the Ebola virus and antibiotic resistance. Last month, he wrote an academic article in a prominent medical journal. But the science event many in the White House remember most powerfully was the kid with the marshmallow cannon. “So would it, like, hit the wall up there?” Mr. Obama asked during the 2012 White House Science Fair when he came upon Joey Hudy, 14, standing before his homemade Extreme Marshmallow Cannon. “Yeah,” Joey answered. “Would it stick?” “I don’t know. ” “Let’s try it,” Mr. Obama said with glee. And so, for what may have been the first time since the British burned the house down in 1814, a   projectile hit the State Dining Room wall. The marshmallow did not stick. Mr. Obama has changed in many ways since winning the presidency. His hair is speckled with gray. He is more skeptical of military solutions to intractable foreign problems. His teenage daughters, he has said many times, no longer think he is cool. But another change that has received far less attention has been Mr. Obama’s embrace of science. He began an annual tradition of science fairs, arguing that if he celebrates the nation’s top athletes at the White House, he should do the same for the best young scientific talent. He often mentions the students he has met at the fairs, including Elana Simon, who at age 12 survived a rare form of liver cancer and before graduating high school helped discover its genetic cause. Mr. Obama’s presidential science advisory committee has been the most active in history, starting 34 studies of subjects as varied as advanced manufacturing and cybersecurity. Scientists on the committee said they worked so hard because Mr. Obama was deeply engaged in their work. “These are sophisticated people who don’t usually get overenthused,” said Ralph J. Cicerone, the president of the National Academy of Sciences from 2005 until this June. “But it’s happened again and again. ” Dan Pfeiffer, a former senior adviser to Mr. Obama, said that he once viewed Mr. Obama’s science advisory meetings as time that could have been better spent on more urgent priorities. “But the president really looked forward to those meetings, and he really came out of them energized,” Mr. Pfeiffer said. In a recent interview with Bloomberg Businessweek, Mr. Obama listed science as one of the few subjects he intended to pursue after the presidency. “The conversations I have with Silicon Valley and with venture capital pull together my interests in science and organization in a way I find really satisfying,” Mr. Obama said. Of the potential breakthroughs in genomic sequencing, “That’s just an example of something I can sit and listen and talk to folks for hours about,” he said. Mr. Obama has always loved science fiction  —   he was a “Star Trek” fan as a kid, and grew up reading comic books like “ . ” His favorite movie last year was “The Martian,” according to the White House. After Leonard Nimoy, the actor who made the character Spock famous in the original “Star Trek” series, died last year, Mr. Obama released a statement: “Long before being nerdy was cool, there was Leonard Nimoy. ” Mr. Obama described Spock with many of the same adjectives often used to describe Mr. Obama: “Cool, logical,   and levelheaded, the center of Star Trek’s optimistic, inclusive vision of humanity’s future. ” “I loved Spock,” Mr. Obama concluded. Mr. Obama’s reading lists are peppered with science and science fiction titles such as Elizabeth Kolbert’s “The Sixth Extinction,” Atul Gawande’s “Being Mortal” and Liu Cixin’s “The   Problem. ” But Mr. Obama’s grasp of real science before becoming president was sketchy. He once admitted to a room full of scientists to not doing “well enough in chemistry or physics to impress you much on those topics. ” And some scientists who met Mr. Obama before the presidency said they were not wowed by his grasp of their fields. “His views at the time were just sort of developing,” said Michael Oppenheimer, a professor of geosciences and international affairs at Princeton. But he was always enthusiastic, several top government scientists said. Within days of his election in 2008, Mr. Obama became enmeshed in selecting those who would serve on his science advisory board. “I was really surprised by the avidity of his interest,” said Dr. Harold Varmus, who was a chairman of the board in its early days and was the director of the National Institutes of Health during the Clinton administration. Dr. John P. Holdren, who recently became the   presidential science adviser in modern history, said that he went into his job thinking he would spend much of his time instructing Mr. Obama in the basics. But Dr. Holdren learned, he said, that Mr. Obama had read deeply in science, technology and innovation. “Very little of what I’ve done with him has been tutorial,” he said. In addition to Mr. Obama’s essay in The Journal of the American Medical Association about ways to improve his health care law, he sat for an interview with Popular Science that focused in part on whether he considers himself a “nerd. ” Researchers on the campus of the National Institutes of Health were abuzz for months after Mr. Obama’s visit there in December 2014, when he spoke extemporaneously about a lab he had just visited using such terms as “gel electrophoresis,” “microplate” and “multiparameter flow cytometer. ” The crowd gave a quiet science roar. “I’d seen his speech, so I knew his remarks were impromptu,” said Dr. Anthony S. Fauci, the director of the National Institute of Allergy and Infectious Diseases. “Boom, he starts talking like a fundamental basic scientist, and he just blew everybody away. ” Mr. Obama has also impressed scientists by making one of his top priorities the fight against climate change, a contentious   issue. “He’s an academic, he’s one of us,” Dr. Varmus said. “He’s a rational, levelheaded guy who makes decisions based on the evidence. Now, that might actually be a deficiency as a politician. ”",0
20760,"U.N. chief says statesmanship needed on North Korea, takes digs at Trump","UNITED NATIONS (Reuters) - United Nations Secretary-General Antonio Guterres appealed on Tuesday for statesmanship to avoid war with North Korea and criticized world leaders who stoke resentment over refugees for political gain, two digs at U.S. President Donald Trump. In his first address to the annual 193-member U.N. General Assembly since taking office in January, Guterres said the crisis over North Korea s nuclear and ballistic missile program must be solved through a political process.   This is the time for statesmanship,  said the former prime minister of Portugal.  We must not sleepwalk our way into war.   Trump has warned North Korea that military action was an option for the United States as Pyongyang has carried out a series of tests toward developing the ability to target the United States with a nuclear-tipped missile. The U.N. Security Council has unanimously imposed nine  rounds of sanctions on North Korea since 2006 and Guterres appealed for the 15-member body to maintain its unity on North Korea. Guterres, a former head of the U.N. refugee agency, also spoke of being  pained to see the way refugees and migrants have been stereotyped and scapegoated - and to see political figures stoke resentment in search of electoral gain.  Shortly after taking office in January, Trump moved to put a 120-day halt on the U.S. refugee program, bar Syrian refugees indefinitely and impose a 90-day suspension on people from six predominantly Muslim countries. He says the move is needed to prevent terrorist attacks.   I myself am a migrant, as many of you are. But no-one expected me to risk my life on a leaky boat or cross a desert in the back of a truck to find employment outside my country of birth,  he said.  Safe migration cannot be limited to the global elite.   Guterres also warned of the dangers of climate change and urged world leaders to implement the 2015 Paris climate agreement to reduce emissions  with ever greater ambition.   Trump, who campaigned in the 2016 presidential election on an  America First  platform, has said the United States would withdraw from the accord. Trump said it would harm U.S. industries, cost U.S. jobs, weaken American national sovereignty and put the country at a permanent disadvantage to other nations.  It is high time to get off the path of suicidal emissions. We know enough today to act. The science is unassailable,  Guterres said. On counterterrorism, Guterres said he plans to convene next year the first gathering of heads of counterterrorism agencies of U.N. member states to forge a new international counterterrorism partnership. ",0
36776,Trump campaign manager will not be prosecuted on battery charge: Politico,"(Reuters) - Republican presidential candidate Donald Trump’s campaign manager, who was charged in Florida last month with battery on a reporter, will not be prosecuted, Politico reported on Wednesday, citing sources with knowledge of the situation. Corey Lewandowski was charged with intentionally grabbing and bruising the arm of Michelle Fields, then a reporter for the conservative news outlet Breitbart, when she tried to question Trump at a campaign event on March 8. Palm Beach County State Attorney David Aronberg is scheduled to announce the decision not to press charges against Lewandowski on Thursday afternoon, Politico said. ",0
29157,3.000 Yézidis toujours captifs de Daech,"(mis à jour 18:29 26.10.2016) URL courte 1 406 0 4 Des centaines de Yézidis restent aux mains des djihadistes de Daech, notamment à Mossoul, en attendant leur libération. © Sputnik. Hikmet Durgun Les djihadistes plient près de Mossoul face aux Kurdes yézidis Selon Xeyri Bozan de l'Administration pour les affaires religieuses du Gouvernement régional du Kurdistan irakien, 70 Yézidis enlevés par les terroristes de Daech en 2014 à Sinjar ont été libérés récemment au cours d'une opération spéciale. « Nous avons réussi à mener une opération destinée à libérer 70 Yézidis pris en otage par Daech, des femmes et des enfants pour la plupart. Les terroristes les détenaient à Mossoul, à Raqqa, à Tall Afar et à Hawija. Ceux que nous avons libérés viennent de Sinjar. Nous les avons transférés (…) chez leurs proches », a fait savoir M. Bozan dans une interview accordée à l'agence Sputnik. 
Dans le même temps, plus de 3 000 Yézidis restent aujourd'hui aux mains de Daech, affirme l'interlocuteur de l'agence.",1
49795,Russia sanctions should be phased out if Ukraine ceasefire holds:  Germany's Gabriel,"BERLIN (Reuters) - European sanctions imposed on Russia over its role in the Ukraine crisis should be phased out gradually if an internationally agreed ceasefire deal was implemented, German Foreign Minister Sigmar Gabriel said on Monday. The conflict between Ukrainian forces and Russian-backed separatists has claimed more than 10,000 lives since it erupted in 2014.  Germany and France have tried to convince both sides to implement a peace deal agreed in Minsk in 2015 but with little success.  The official agreement is: Only if there is 100 percent peace, then we ll lift 100 percent of the sanctions,  Gabriel said during a panel discussion organized by German business daily Handelsblatt in Berlin.  Gabriel said, from his point of view, this was a  totally unrealistic  position.  We introduced the sanctions gradually and we ll lift them gradually - this is actually a commonly known fact,  Gabriel said.  He said that if there was a lasting ceasefire in eastern Ukraine, then the United States probably would also be willing to take similar steps. Gabriel is a senior member of Germany s Social Democrats (SPD), junior partners in Chancellor Angela Merkel s ruling coalition and historic advocates of dialogue with Russia. Germany is heading toward a Sept. 24 federal election. Merkel has insisted that European sanctions against Russia could only be lifted if the Minsk peace deal was fully implemented - not only the ceasefire agreement which is one part of the broader Minsk peace plan. Merkel and French President Emmanuel Macron last month called for Russia and Ukraine to increase their efforts to implement the fragile ceasefire.  Kiev accuses Moscow of sending troops and heavy weapons to the region, which Russia denies. ",0
34236,"Black Turnout Soft in Early Voting, Boding Ill for Hillary Clinton","Black Turnout Soft in Early Voting, Boding Ill for Hillary Clinton Jeremy Peters et al., New York Times, November 1, 2016 
African-Americans are failing to vote at the robust levels they did four years ago in several states that could help decide the presidential election, creating a vexing problem for Hillary Clinton as she clings to a deteriorating lead over Donald J. Trump with Election Day just a week away. 
{snip} 
The reasons for the decline appear to be both political and logistical, with lower voter enthusiasm and newly enacted impediments to voting at play. In North Carolina, where a federal appeals court accused Republicans of an “almost surgical” assault on black turnout and Republican-run election boards curtailed early-voting sites, black turnout is down 16 percent . White turnout, however, is up 15 percent. Democrats are planning an aggressive final push, including a visit by President Obama to the state on Wednesday. 
But in Florida, which extended early voting after long lines left some voters waiting for hours in 2012, African-Americans’ share of the electorate that has gone to the polls in person so far has decreased , to 15 percent today from 25 percent four years ago. 
The problems for Democrats do not end there. In Ohio, which also cut back its early voting, voter participation in the heavily Democratic areas near Cleveland, Columbus and Toledo has been down, though the Clinton campaign said it was encouraged by a busy day on Sunday when African-American churches led voter drives across the state. 
{snip} 
The Clinton campaign believes it can close the gap, especially in North Carolina and Florida, by Election Day. And Democrats are seeing substantial gains in turnout for other key constituencies like Hispanics and college-educated women, which have the potential to more than make up for any drop-off in black voting. 
{snip}",1
